Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
 23088.000296/2016-17;2016;ENSAIOS ELETRICOS EM CHAVE SECCIONADORA;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;30/06/2016;SIM; R$ -   ; R$ 4.778,68 
23088.000194/2016-00;2016;ENSAIOS ELETRICOS EM CABOS ISOLADOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/12/2015;30/05/2016;SIM; R$ -   ; R$ 71.481,42 
23088.000245/2016-95;2016;ENSAIOS ELETRICOS EM BOBINAS;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/2016;SIM; R$ -   ; R$ 17.280,17 
23088.000258/2016-64;2016;ENSAIOS ELETRICOS EM CABOS ISOLADOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;30/06/2016;SIM; R$ -   ; R$ 118.510,37 
23088.000262/2016-22;2016;ENSAIOS ELETRICOS EM CAPACITORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/2016;SIM; R$ -   ; R$ 1.394,32 
23088.000303/2016-81;2016;ENSAIOS ELETRICOS EM EQUIPAMENTOS DE BAIXA TENSAO;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/2016;SIM; R$ -   ; R$ -   
23088.000768/2016-31;2016;CERTIFICACAO E ENSAIOS DE PRODUTOS DE TECNOLOGIA DA INFORMACAO;JOSE CARLOS GRILLO RODRIGUES;ISEE;01/01/2016;31/08/2016;NÃO; R$ 143.554,00 ; R$ 143.554,00 
23088.000776/2016-88;2016;DIAGNOSTICO DAS NASCENTES DA BACIA HIDROGRAFICA DO CORREGO DO VARGEDO – SANTA RITA DO SAPUCAI /MG;ANA PAULA MONI SILVA;IRN;01/02/2016;18/03/2016;SIM; R$ -   ; R$ -   
23088.000864/2016-80;2016;PROJETO CHEETAH E-RACING DE FORMULA SAE ELETRICO;CARLOS HENRIQUE VALERIO DE MORAES;IESTI;05/02/2016;05/02/2017;SIM; R$ -   ; R$ -   
23088.000907/2016-27;2016;POLITICA ENERGATICA, GERACAO E USO DE ENERGIA;ROGERIO JOSE DA SILVA;IEM;22/02/2016;04/07/2016;SIM; R$ -   ; R$ -   
23088.001206/2016-13;2016;ECO-VEICULO;JOSE HAMILTON CHAVES GORGULHO JUNIOR;IEPG;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.001666/2016-33;2016;EXERCICIOS DE REABILITACAO LABIRINTICA;KLEBER GONCALVES LEAO;POLIESPORTIVO ;02/03/2016;29/06/2016;SIM; R$ -   ; R$ -   
23088.001684/2016-15;2016;ESCOLINHA DE FUTEBOL;KLEBER GONCALVES LEAO;POLIESPORTIVO ;12/03/2016;25/06/2016;SIM; R$ -   ; R$ -   
23088.001688/2016-01;2016;TEMAS ESPORTIVOS PARA UNIVERSITARIOS DA UNIFEI;KLEBER GONCALVES LEAO;POLIESPORTIVO ;02/03/2016;29/06/2016;SIM; R$ -   ; R$ -   
23088.001689/2016-48;2016;ALONGAMENTO E GINASTICA GERAL;KLEBER GONCALVES LEAO;POLIESPORTIVO ;02/03/2016;29/06/2016;SIM; R$ -   ; R$ -   
23088.001700/2016-70;2016;A ESCOLA QUE CONSTRUIMOS;CIBELE MOREIRA MONTEIRO ROSA;IFQ;01/03/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.001812/2016-21;2016;FAZER KENDO E PENSAR A EDUCACAO;ROGERIO RODRIGUES;IFQ;01/04/2016;16/06/2016;SIM; R$ -   ; R$ -   
23088.002082/2016-85;2016;DAREDEVIL ROBOTICS.;GUILHERME SOUSA BASTOS;IESTI;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.002107/2016-41;2016;EQUIPE ROBOK - PROJETO ACADEMICO DE ROBOTICA AUTONOMA;LUIZ LENARTH GABRIEL VERMAAS;IESTI;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.002118/2016-21;2016;TREINAMENTO ESPECIAL PARA PROGRAMACAO COMPETITIVA;EDMILSON MARMO MOREIRA;IESTI;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.002118/2016-21;2016;TREINAMENTO ESPECIAL PARA PROGRAMACAO COMPETITIVA;EDISON OLIVEIRA DE JESUS;IMC;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.002118/2016-21;2016;TREINAMENTO ESPECIAL PARA PROGRAMACAO COMPETITIVA;ROBERTO AFFONSO DA COSTA JUNIOR;IMC;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.002281/2016-93;2016;TECNOLOGIAS EMERGENTES A SERVICO DA APRENDIZAGEM;CLAUDIA ELIANE DA MATTA;ISEE;14/03/2016;07/05/2016;SIM; R$ -   ; R$ -   
23088.002285/2016-71;2016;TODOS SOMOS LEITORES;CLAUDIA ELIANE DA MATTA;ISEE;04/02/2016;07/12/2016;SIM; R$ -   ; R$ -   
23088.002615/2016-29;2016;ENSAIOS ELETRICOS EM ESPACADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ -   ; R$ -   
23088.002619/2016-15;2016;ENSAIOS ELETRICOS EM GRAMPOS DE ANCORAGEM;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ -   ; R$ -   
23088.002623/2016-75;2016;ENSAIOS ELETRICOS EM PARA-RAIOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ -   ; R$ -   
23088.002627/2016-53;2016;ENSAIOS ELETRICOS EM ISOLADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;30/06/2016;SIM; R$ 13.906,33 ; R$ 13.906,33 
23088.002632/2016-66;2016;ENSAIOS ELETRICOS EM TP – TRANSFORMADOR POTENCIAL;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ 2.132,00 ; R$ 2.132,00 
23088.002635/2016-05;2016;ENSAIOS ELETRICOS EM TC – TRANSFORMADOR DE CORRENTE;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ 24.909,99 ; R$ 24.909,99 
23088.002638/2016-33;2016;ENSAIOS ELETRICOS EM TRANSFORMADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;30/06/2016;SIM; R$ 430.578,92 ; R$ 430.578,92 
23088.002640/2016-11;2016;ENSAIOS ELETRICOS EM MODULO EXTERNO (A);ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ -   ; R$ -   
23088.002657/2016-60;2016;ENSAIOS ELETRICOS EM NUCLEO METALICOS EM ACO - CLASSE DE TENSAO 1 KV;ESTACIO TAVARES WANDERLEY NETO;ISEE;04/01/2016;31/06/16;SIM; R$ -   ; R$ -   
23088.002919/2016-96;2016;PARTICIPACAO EM PROGRAMA DE FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSOS DE AVALIACAO DE INVESTIMENTOS EM PPPS: ENGENHARIA ECONOMICA I E II;EDSON DE OLIVEIRA PAMPLONA;IEPG;09/03/2016;01/04/2016;SIM; R$ 25.125,28 ; R$ 25.125,28 
23088.002923/2016-54;2016;PARTICIPACAO EM PROGRAMA DE FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSOS DE AVALIACAO DE INVESTIMENTOS EM PPPS: ENGENHARIA ECONOMICA I E II;JOSE ARNALDO BARRA MONTEVECHI;IEPG;07/03/2016;29/03/2016;SIM; R$ 8.000,00 ; R$ 12.824,33 
23088.003211/2016-52;2016;CURSO DE TECNICAS EM ALTA TENSAO;ESTACIO TAVARES WANDERLEY NETO;ISEE;07/03/2016;11/03/2016;SIM; R$ 24.000,00 ; R$ 24.000,00 
23088.003328/2016-36;2016;EQUIPE DE COMPETICAO TECNOLOGICA BLACK BEE DRONES;ALEXANDRE CARLOS BRANDAO RAMOS;IMC;25/02/2016;25/02/2017;SIM; R$ 78.492,54 ; R$ 78.492,54 
23088.003994/2016-74;2016;QUANTO VALE O DINHEIRO PARA OS JOVENS? CONSTRUCAO E CONSOLIDACAO DO CONHECIMENTO DE EDUCACAO FINANCEIRA EM ESCOLAS PUBLICAS DE ITAJUBA/MG;ANDRE LUIZ MEDEIROS;IEPG;01/04/2016;31/03/2017;SIM; R$ -   ; R$ -   
23088.004045/2016-10;2016;TUTORIA EM ROBOTICA LEGO;TALES CLEBER PIMENTA;IESTI;16/03/2016;16/01/2017;SIM; R$ -   ; R$ 18.200,00 
23088.004131/2016-14;2016;A FORMACAO DE PROFESSOR (A)ES EM SERVICO E A EDUCACAO FINANCEIRA PARA ALUNO (A)S DO ENSINO MEDIO EM ESCOLAS PUBLICAS DE ITAJUBA/MG;JOSE GILBERTO DA SILVA;IESTI;15/03/2016;15/03/2017;SIM; R$ -   ; R$ -   
23088.004292/2016-16;2016;SEMINARIOS GIFT;LEANDRO GUSTAVO GOMES;IMC;16/03/2016;09/11/2016;SIM; R$ -   ; R$ -   
23088.004308/2016-82;2016;SEMINARIOS GIFT;LEANDRO GUSTAVO GOMES;IMC;07/03/2016;30/05/2016;SIM; R$ -   ; R$ -   
23088.004311/2016-04;2016;OFICINA DE ORIGAMI PARA CRIANCAS DE 4 E 5 ANOS;MARCIA SAYURI KASHIMOTO;IMC;18/03/2016;20/05/2016;SIM; R$ -   ; R$ -   
23088.004485/2016-69;2016;A FANTASTICA FABRICA DA QUIMICA”: INTERFACES ENTRE CIENCIA E LITERATURA POR MEIO DO TEATRO;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;01/03/2016;31/01/2017;SIM; R$ -   ; R$ -   
23088.004601/2016-40;2016;INSPECAO DE ENSAIOS EM ISOLADORES E TRANSFORMADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;19/03/2016;23/03/2016;SIM; R$ -   ; R$ 7.977,20 
23088.004653/2016-16;2016;ACESSIBILIDADE CULTURAL: ARTICULACÕES E REFLEXÕES NA FORMACAO DE PROFESSOR (A)ES;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;15/03/2016;09/12/2016;SIM; R$ -   ; R$ -   
23088.004791/2016-03;2016;PROJETO DENTRO E FORA: CIRANDA DE FORMACAO ACADEMICA E PEDAGOGICA INTERDISCIPLINAR PROFESSOR (A) ;RITA DE CASSIA MAGALHAES TRINDADE STANO;IEPG;02/04/2016;13/12/2016;SIM; R$ -   ; R$ -   
23088.005254/2016-72;2016;EMPREENDEDORISMO E EDUCACAO FINANCEIRA AOS ALUNO (A)S (ENSINO MEDIO) DA REDE PUBLICA NO MUNICIPIO DE ITAJUBA;LUIZ EUGENIO VENEZIANI PASIN;IEPG;01/03/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.005493/2016-22;2016;WORKSHOP DE LEAN;JOAO BATISTA TURRIONI;IEPG;05/04/2016;05/04/2016;SIM; R$ -   ; R$ -   
23088.005495/2016-11;2016;TECNOLOGIAS EMERGENTES A SERVICO DA APRENDIZAGEM – TURMA 2;CLAUDIA ELIANE DA MATTA;ISEE;02/05/2016;20/06/2016;SIM; R$ -   ; R$ -   
23088.005549/2016-49;2016;"PARTICIPACAO NO CURSO ""OPERACAO DE CENTRIAS TERMELETRICAS""";OSVALDO JOSE VENTURINI;IEM;06/04/2016;15/04/2016;SIM; R$ -   ; R$ -   
23088.005593/2016-59;2016;SEMANA DE ENGENHARIA DE PRODUCAO;CARLOS HENRIQUE PEREIRA MELLO;IEPG;22/08/2016;26/09/2016;SIM; R$ 1.000,00 ; R$ 1.000,00 
23088.006045/2016-46;2016;INSPECAO DE ENSAIOS EM ISOLADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;05/02/2016;17/02/2016;SIM; R$ -   ; R$ 7.128,00 
23088.006331/2016-10;2016;PRATICAS INCLUSICAS NO ENSINO DE CIENCIAS;PALOMA ALINNE ALVES RODRIGUES RUAS;IFQ;01/04/2016;09/12/2016;SIM; R$ -   ; R$ -   
23088.006601/2016-84;2016;17A CONFERENCIA INTERNACIONAL SOBRE HARMONICOS E QUALIDADE DA ENERGIA (17TH ICHQP);PAULO FERNANDO RIBEIRO ;ISEE;01/01/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.006812/2016-17;2016;SEMANA NACIONAL DE EDUCACAO FINANCEIRA: ITAJUBA/MG E REGIAO;ANDRE LUIZ MEDEIROS;IEPG;16/05/2016;21/05/2016;SIM; R$ -   ; R$ -   
23088.006812/2016-17;2016;SEMANA NACIONAL DE EDUCACAO FINANCEIRA: ITAJUBA/MG E REGIAO;JOSE GILBERTO DA SILVA;IESTI;16/05/2016;21/05/2016;SIM; R$ -   ; R$ -   
23088.006812/2016-17;2016;SEMANA NACIONAL DE EDUCACAO FINANCEIRA: ITAJUBA/MG E REGIAO;LUIZ EUGENIO VENEZIANI PASIN;IEPG;16/05/2016;21/05/2016;SIM; R$ -   ; R$ -   
23088.006812/2016-17;2016;SEMANA NACIONAL DE EDUCACAO FINANCEIRA: ITAJUBA/MG E REGIAO;CARLOS EDUARDO CORREA MOLINA;IEPG;16/05/2016;21/05/2016;SIM; R$ -   ; R$ -   
23088.007264/2016-42;2016;PROJETO PLAY - EMPREENDEDORISMO SOCIAL;ANDREA AP. DA COSTA MINEIRO;IEPG;02/03/2015;01/12/2015;SIM; R$ -   ; R$ -   
23088.007740/2016-25;2016;AMBIENTE NATURAL: APROXIMANDO A COMUNIDADE DA UNIFEI E DA CIDADE DE ITAJUBA DO TRABALHO VOLUNTARIO DA ASSOCIACAO RESGACTI.;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;04/05/2016;04/05/2017;SIM; R$ -   ; R$ -   
23088.007751/2016-13;2016;1ª JORNADA UNIVERSITARIA EM DEFESA DA REFORMA AGRARIA;LUIZ FELIPE SILVA;IRN;11/05/2016;11/05/2016;SIM; R$ -   ; R$ -   
23088.007760/2016-04;2016;SCIKAB: UMA FERRAMENTA COMPUTACIONAL GRATUITA PARA ENGENHEITOS E CIENTISTAS;GUILHERME YOUSSEF RODRIGUEZ;IRN;15/02/2016;19/02/2016;SIM; R$ -   ; R$ -   
23088.007842/2016-41;2016;PROJETO DE COMBATE A INCENDIO;VALQUIRIA CLARET DOS SANTOS;IRN;12/04/2016;09/06/2016;SIM; R$ -   ; R$ -   
23088.007918/2016-38;2016;III SEMANA ACADEMICA DE QUIMICA (SAQ);FLAVIO SOARES SILVA  ;IFQ;19/10/2016;22/10/2016;SIM; R$ -   ; R$ -   
23088.007920/2016-15;2016;PROJETO FORMULA SAE CHEETAH RACING UNIFEI;BRUNO SILVA DE SOUSA;IEM;01/01/2016;31/12/2016;SIM; R$ -   ; R$ 1.000,00 
23088.007929/2016-18;2016;PROJETO SAE AERODESING;ROGERIO FRAENDORF DE FARIA COIMBRA;IEM;01/05/2016;30/04/2017;SIM; R$ -   ; R$ -   
23088.008052/2016-82;2016;PROJETOS DE EMPREENDEDORISMO SOCIAL;ANDREA AP. DA COSTA MINEIRO;IEPG;24/02/2016;22/06/2016;SIM; R$ -   ; R$ -   
23088.008469/2016-45;2016;EMISSAO DE PARECER TECNICO P/FUNDAMENTO ININTERRUPTO - DECRETO 27.048 DE 12/08/49 E PORTARIA 945 DE 08/07/15 DO MINISTERIO DO TRABALHO;RICARDO RISSO CHAVES;IEM;12/05/2016;10/06/2016;SIM; R$ -   ; R$ 7.650,00 
23088.008473/2016-11;2016;III SEMANA DOS RECURSOS ENERGETICOS;LUCILENE DE OLIVEIRA RODRIGUES;IEM;31/05/2016;03/06/2016;SIM; R$ -   ; R$ -   
23088.008626/2016-12;2016;CINE & PROSA;CARLOS ALBERTO MAXIMO PIMENTA;IEPG;01/06/2016;31/05/2017;SIM; R$ -   ; R$ -   
23088.008636/2016-58;2016;ENGENHEIROS SEM FRONTEIRA;DANIELA ORNAGHI SANT ANNA;IRN;01/10/2015;01/10/2016;SIM; R$ -   ; R$ -   
23088.008711/2016-81;2016;PALESTRA SOBRE A METODOLOGIA DE UTILIZACAO DA IDENTIFICACAO UNICA DE PRODUTOS, DESENVOLVIDA NO AMBITO DA CONTRATO DE SERVICOS BR/CNT/1501664 OPAS/UNIFEI/FAPEPE;FABIO FAVARETTO;IEPG;15/04/2016;05/05/2016;NÃO; R$ 20.000,00 ;
23088.008889/2016-21;2016;ENSAIO DE EFICIENCIA DE BOMBAS CENTRIFUGAS;ROBERTO ALVES DE ALMEIDA;IRN;01/01/2016;30/06/2016;SIM; R$ -   ; R$ 140.805,50 
23088.009371/2016-13;2016;CURSO DE GERENCIAMENTO DE TECNOLOGIAS DE INFORMACAO EM SAUDE;EGON LUIZ MULLER JUNIOR;PRG;16/11/2015;18/06/2016;SIM; R$ -   ; R$ -   
23088.009584/2016-37;2016;CINE E PROSA;CARLOS ALBERTO MAXIMO PIMENTA;IEPG;12/05/2015;11/05/2016;SIM; R$ -   ; R$ -   
23088.009614/2016-13;2016;HOW TO ENHANCE YOUR ENTREPRENEURIAL PROFILE;FABIO ROBERTO FOWLER;IEPG;25/05/2016;25/05/2016;SIM; R$ 10.500,00 ; R$ 10.500,00 
23088.010665/2016-80;2016;OS DIREITOS DE TODOS PARA TODOS;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/06/2016;15/07/2016;SIM; R$ -   ; R$ -   
23088.010842/2016-28;2016;ENSAIOS ELETRICOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/07/2016;31/12/2016;SIM; R$ -   ; R$ 160.420,00 
23088.010908/2016-80;2016;ENSAIOS ELETRICOS EM TRANSFORMADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/07/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.011068/2016-75;2016;ENSAIOS ELETRICOS EM TRANSFORMADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/07/2016;31/12/2016;SIM; R$ -   ; R$ 181.980,61 
23088.011137/2016-92;2016;ENSAIOS FISICO-QUIMICOS EM MATERIAIS ELETRICOS ;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/07/2016;31/12/2016;SIM; R$ -   ; R$ -   
23088.011138/2016-92;2016;ENSAIOS ELETRICOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/07/2016;31/12/2016;SIM; R$ -   ; R$ 109.648,06 
23088.011332/2016-78;2016;DESENVOLVIMENTO DE NOVA METODOLOGIA DE FISCALIZACAO DAS EMPRESAS DISTRIBUIDORAS DE ENERGIA ELETRICA COM A UTILIZACAO DE BIG DATA;JAMIL HADDAD;ISEE;18/02/2016;01/08/2016;SIM; R$ -   ; R$ 108.060,00 
23088.011786/2016-49;2016;LETRAMENTO CIENTIFICO E TECNOLOGICO NA ESCOLA BASICA;ELIANE MATESCO CRISTOVAO;IMC;31/03/2016;30/12/2016;SIM; R$ -   ; R$ -   
23088.012066/2016-09;2016;PROJETO BEBEDOUROS;HERLANE COSTA CALHEIROS;IRN;01/08/2016;31/01/2018;SIM; R$ -   ; R$ -   
23088.012096/2016-15;2016;PALESTRA SOBRE PLANEJAMENTO FINANCEIRO;CLEBER GONCALVES JUNIOR;IEPG;23/06/2016;23/06/2016;SIM; R$ -   ; R$ -   
23088.012097/2016-51;2016;CENTRO DE ESTUDANTES VOLUNTARIOS AMIGOS DE ITAJUBA - CEVAI;LUIZ EUGENIO VENEZIANI PASIN;IEPG;01/03/2016;30/12/2016;SIM; R$ -   ; R$ -   
23088.012146/2016-56;2016;PRIMEIRA SEMANA DE ENGENHARIA ELETRICA;MAURICIO CAMPOS PASSARO;ISEE;08/08/2016;12/08/2016;SIM; R$ -   ; R$ -   
23088.008808/2017-74;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – QPSE – OPERACAO E PLANEJAMENTO DE SISTEMAS DE POTENCIA;ROBSON CELSO PIRES;ISEE;03/04/2017;07/04/2017;SIM; R$ 5.202,33 ; R$ 5.995,66 
23088.020856/2016-50;2016;CURSO DE QUALIFICACAO EM SISTEMAS ELETRICOS - ESTABILIDADE E DINAMICA DE SISTEMAS ELETRICOS II;MAURICIO CAMPOS PASSARO;ISEE;19/09/2016;22/09/2016;SIM; R$ -   ; R$ 2.450,00 
23088.021967/2016-83;2016;ENSAIOS ELETRICOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/01/2017;31/06/2017;SIM; R$ 80.000,00 ; R$ 19.301,01 
23088.012216/2016-76;2016;SEMINARIOS GMAT2016/2;LEANDRO GUSTAVO GOMES;IMC;04/08/2016;31/11/16;SIM; R$ -   ; R$ -   
23088.013676/2016-11;2016;SENSIBILIZACAO DOS PROFESSOR (A)ES E TECNICOS DA UNIFEI PARA O COMBATE DO MOSQUITO AEDES AEGYPTI;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013677/1016-66;2016;SENSIBILIZACAO DA COMUNIDADE DA UNIFEI SOBRE O USO DE VIDRO PARA PRODUCAO DE ARTESANADO;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013678/2016-19;2016;SENSIBILIZACAO DOS ESTUDANTES DAS REPUBLICAS DA UNIFEI VISANDO A GESTAO DE RESIDUOS SOLIDOS;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013679/2016-55;2016;SENSIBILIZACAO PARA O RACIONAMENTO DE AGUA NAS REPUBLICAS;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013868/2016-28;2016;DESPERDICIO DE AGUA: SENSIBILIZACAO DOS RESPONSAVEIS TECNICOS PELA MANUTENCAO DE VAZAMENTOS NOS BANHEIROS DA UNIFEI;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013869/2016-72;2016;IMPORTANCIA DA RECICLAGEM DO ÒLEO DE COZINHA USADO;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013870/2016-05;2016;SENSIBILIZACAO DOS COLABORADORES TERCEIRIZADOS DA UNIFEI, CAMPUS ITAJUBA SOBRE PREVENCAO E COMBATE DO AEDES AEGYPTI;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.013906/2016-42;2016;CURSO DE HIDRAULICA BASICA;HELCIO FRANCISCO VILLA NOVA;IEM;08/08/2016;10/08/2016;SIM; R$ -   ; R$ 4.571,54 
23088.014256/2016-52;2016;EQUIPE UAI!RRIOR DE ROBOTICA ;TALES CLEBER PIMENTA;IESTI;22/08/2016;22/08/2017;SIM; R$ -   ; R$ 28.953,00 
23088.014496/2016-57;2016;1ª REUNIAO DA REDE TEMATICA IBEROAMERICANA SOBRE HIDROEMERGIA EM PEQUENA ESCALA E WORKSHOP DE HIDROENERGIA EM PEQUENA ESCALA;GERALDO LUCIO TIAGO FILHO;IRN;29/08/2016;31/08/2016;NÃO; R$ -   ; R$ -   
23088.014498/2016-46;2016;ENSAIO DE EFICIENCIA DE BOMBAS CENTRIFUGAS;ROBERTO ALVES DE ALMEIDA;IRN;01/07/2016;30/06/2017;SIM; R$ 140.000,00 ; R$ 2.016.734,50 
23088.014699/2016-43;2016;1º ENCONTRO DE POPULARIZACAO DE CIENCIA, TECNOLODIA, INOVACAO E EMPREENDEDORISMO DO SUL DE MINAS;ELZO ALVES ARANHA;IEPG;21/09/2016;10/02/2017;SIM; R$ -   ; R$ -   
23088.014781/2016-78;2016;"SUPORTE TECNICO PARA ELABORACAO DE ANALISES ELEMENTOS FINITOS À FMC""";ANTONIO CARLOS ANCELOTTI JUNIOR;IEM;05/07/2016;05/08/2016;SIM; R$ -   ; R$ 5.000,00 
23088.014782/2016-12;2016;REALIZACAO DE ENSAIOS DE CONTROLE DE QUALIDADE GE;ANTONIO CARLOS ANCELOTTI JUNIOR;IEM;05/07/2016;20/12/2017;SIM; R$ -   ; R$ 1.800,00 
23088.015055/2016-75;2016;SENSIBILIZACAO DA COMUNIDADE DISCENTE NO COMBATE AO AEDES AEGYPTI;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.015056/2016-17;2016;SENSIBILIZACAO DOS ALUNO (A)S DE SEXTO ANO DO ENSINO FUNDAMENTAL DO CURSO G9 SOBRE A IMPORTANCIA DO SOLO;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;15/03/2016;21/06/2016;SIM; R$ -   ; R$ -   
23088.015434/2016-62;2016;II SEMINARIO SOBRE AGRICULTURA FAMILIAR E DESENVOLVIMENTO RURAL;VIVIANE GUIMARAES PEREIRA;IEPG;05/10/2016;07/10/2016;SIM; R$ -   ; R$ -   
23088.015435/2016-15;2016;PROJETO ESPECIAL: LIGA DE MERCADO FINANCEIRO;CLEBER GONCALVES JUNIOR;IEPG;01/08/2016;31/07/2017;SIM; R$ -   ; R$ -   
23088.015430/2016-84;2016;PROJETOS DE EMPREENDEDORISMO TECNOLOGICO;ANDREA AP. DA COSTA MINEIRO;IEPG;03/08/2016;30/11/2016;SIM; R$ -   ; R$ -   
23088.016604/2016-26;2016;APLICACAO DA METODOLOGIA STAMP PARA O DESENVOLVIMENTO DE SISTEMAS COMPLEXIS;MARCELO SANTIAGO DE SOUSA;IEM;09/01/2017;27/01/2017;SIM; R$ -   ; R$ -   
23088.017375/16-67;2016;PRESTACAO DE CONSULTORIA EM QUALIDADE DE ENERGIA ELETRICA;JOSE MARIA DE CARVALHO FILHO;ISEE;26/09/2016;22/12/2017;SIM; R$ -   ; R$ 32.731,50 
23088.017444/2016-32;2016;PROJETO DE CONSERVACAO AUDITIVA EM ESCOLA PUBLICAS MUNICIPAIS PARA A PREVENCAO DA PERDA AUDITIVA INDUZIDA PELO RUIDO;LUIZ FELIPE SILVA;IRN;26/09/2016;31/03/2016;SIM; R$ -   ; R$ -   
23088.010924/2016-72;2016;CURSO DE ATUALIZACAO EM TECNOLOGIA DE DRONES;ALEXANDRE CARLOS BRANDAO RAMOS;IMC;04/02/2017;30/06/2017;SIM; R$ -   ; R$ -   
23088.017145/2016-06;2016;SPE UNIFEI – CAPITULO ESTUDANTIL DA SOCIEDADE DOS ENGENHEIROS DE PETROLEO;JAMIL HADDAD;ExCen;01/10/2016;30/09/2017;SIM; R$ -   ; R$ -   
23088.017967/2016-89;2016;EMPREENDEDORISMO SOCIOAMBIENTAL E DESENVOLVIMENTO REGIONAL SUSTENTAVEL COM BASE NA PRODUCAO DE PRODUTOS ORGANICOS;LUIZ EUGENIO VENEZIANI PASIN;IEPG;01/02/2016;30/12/2016;SIM; R$ -   ; R$ -   
23088.017969/2016-78;2016;EMPREENDEDOR SOCIAL - NOVAS TENDENCIAS;LUIZ EUGENIO VENEZIANI PASIN;IEPG;20/10/2016;20/10/2016;SIM; R$ -   ; R$ -   
23088.017972/2016-91;2016;INOVACAO E TENDENCIAS DE MERCADO - OPORTUNIDADES NO AGRONEGOCIO BRASILEIRO;LUIZ EUGENIO VENEZIANI PASIN;IEPG;21/10/2016;21/10/2016;SIM; R$ -   ; R$ -   
23088.018773/2016-09;2016;AERODAY;PATRICIA SILVA LOPES ALEXANDRINO;IEM;10/11/2016;11/11/2016;SIM; R$ -   ; R$ -   
